,teacher,subject,unavailable_time,unavailable_day,priority,location,grade,available_time,available_day
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,4,10
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,4,11
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,4,11
4,t_5,math,"1,3,5","6,9,13,13",5,b,g12,4,12
4,t_5,math,"1,3,5","6,9,13,13",5,c,g12,4,12
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,0,1
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,0,1
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,0,2
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,0,2
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,0,3
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,0,3
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,0,4
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,0,4
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,0,7
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,0,7
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,0,8
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,0,8
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,0,10
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,0,10
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,0,11
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,0,11
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,0,12
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,0,12
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,1,1
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,1,1
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,1,2
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,1,2
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,1,3
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,1,3
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,1,4
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,1,4
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,1,7
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,1,7
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,1,8
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,1,8
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,1,10
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,1,10
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,1,11
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,1,11
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,1,12
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,1,12
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,3,1
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,3,1
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,3,2
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,3,2
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,3,3
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,3,3
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,3,4
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,3,4
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,3,7
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,3,7
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,3,8
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,3,8
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,3,10
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,3,10
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,3,11
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,3,11
5,t_6,science,"2,4,5","9,0,6,5,13",6,a,g12,3,12
5,t_6,science,"2,4,5","9,0,6,5,13",6,c,g12,3,12
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,0,1
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,0,1
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,0,2
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,0,2
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,0,3
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,0,3
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,0,4
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,0,4
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,0,7
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,0,7
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,0,8
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,0,8
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,0,10
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,0,10
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,0,11
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,0,11
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,0,12
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,0,12
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,1,1
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,1,1
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,1,2
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,1,2
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,1,3
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,1,3
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,1,4
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,1,4
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,1,7
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,1,7
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,1,8
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,1,8
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,1,10
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,1,10
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,1,11
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,1,11
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,1,12
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,1,12
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,3,1
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,3,1
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,3,2
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,3,2
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,3,3
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,3,3
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,3,4
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,3,4
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,3,7
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,3,7
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,3,8
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,3,8
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,3,10
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,3,10
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,3,11
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,3,11
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,a,g12,3,12
5,t_6,social_science,"2,4,5","9,0,6,5,13",6,c,g12,3,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,0,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,0,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,0,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,0,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,0,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,0,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,0,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,0,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,0,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,0,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,0,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,0,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,0,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,0,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,0,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,0,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,0,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,0,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,0,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,0,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,0,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,0,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,0,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,0,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,0,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,0,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,0,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,5,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,5,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,5,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,5,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,5,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,5,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,5,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,5,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,5,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,5,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,5,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,5,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,5,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,5,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,5,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,5,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,5,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,5,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,5,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,5,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,5,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,5,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,5,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,5,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g1,5,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g1,5,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g1,5,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,0,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,0,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,0,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,0,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,0,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,0,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,0,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,0,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,0,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,0,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,0,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,0,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,0,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,0,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,0,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,0,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,0,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,0,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,0,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,0,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,0,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,0,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,0,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,0,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,0,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,0,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,0,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,5,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,5,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,5,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,5,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,5,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,5,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,5,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,5,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,5,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,5,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,5,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,5,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,5,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,5,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,5,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,5,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,5,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,5,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,5,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,5,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,5,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,5,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,5,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,5,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g2,5,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g2,5,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g2,5,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,0,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,0,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,0,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,0,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,0,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,0,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,0,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,0,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,0,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,0,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,0,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,0,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,0,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,0,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,0,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,0,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,0,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,0,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,0,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,0,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,0,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,0,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,0,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,0,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,0,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,0,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,0,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,5,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,5,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,5,1
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,5,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,5,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,5,3
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,5,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,5,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,5,4
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,5,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,5,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,5,5
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,5,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,5,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,5,7
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,5,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,5,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,5,9
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,5,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,5,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,5,10
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,5,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,5,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,5,11
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,a,g3,5,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,b,g3,5,12
6,t_7,english,"1,2,3,4","0,8,6,13,2",7,c,g3,5,12
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,0,1
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,0,1
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,0,1
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,0,3
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,0,3
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,0,3
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,0,4
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,0,4
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,0,4
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,0,5
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,0,5
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,0,5
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,0,7
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,0,7
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,0,7
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,0,9
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,0,9
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,0,9
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,0,10
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,0,10
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,0,10
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,0,11
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,0,11
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,0,11
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,0,12
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,0,12
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,0,12
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,5,1
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,5,1
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,5,1
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,5,3
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,5,3
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,5,3
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,5,4
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,5,4
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,5,4
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,5,5
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,5,5
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,5,5
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,5,7
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,5,7
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,5,7
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,5,9
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,5,9
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,5,9
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,5,10
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,5,10
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,5,10
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,5,11
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,5,11
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,5,11
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g1,5,12
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g1,5,12
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g1,5,12
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g2,0,1
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g2,0,1
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g2,0,1
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g2,0,3
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g2,0,3
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g2,0,3
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g2,0,4
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g2,0,4
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g2,0,4
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g2,0,5
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g2,0,5
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g2,0,5
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g2,0,7
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g2,0,7
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g2,0,7
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g2,0,9
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g2,0,9
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g2,0,9
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g2,0,10
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g2,0,10
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g2,0,10
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g2,0,11
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g2,0,11
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g2,0,11
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g2,0,12
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g2,0,12
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g2,0,12
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g2,5,1
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g2,5,1
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g2,5,1
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g2,5,3
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g2,5,3
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g2,5,3
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g2,5,4
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g2,5,4
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g2,5,4
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,a,g2,5,5
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,b,g2,5,5
6,t_7,literature,"1,2,3,4","0,8,6,13,2",7,c,g2,5,5
