,teacher,available_time,available_day,subject,grade,priority,location
122302,t_5,5,18,english,g8,0,77
122313,t_5,6,18,english,g8,0,77
122324,t_5,7,18,english,g8,0,77
122335,t_5,8,18,english,g8,0,77
122346,t_5,9,18,english,g8,0,77
122357,t_5,10,18,english,g8,0,77
122368,t_5,5,19,english,g8,0,77
122379,t_5,6,19,english,g8,0,77
122390,t_5,7,19,english,g8,0,77
122401,t_5,8,19,english,g8,0,77
122412,t_5,9,19,english,g8,0,77
122423,t_5,10,19,english,g8,0,77
122434,t_5,5,22,english,g8,0,77
122445,t_5,6,22,english,g8,0,77
122456,t_5,7,22,english,g8,0,77
122467,t_5,8,22,english,g8,0,77
122478,t_5,5,23,english,g8,0,77
122489,t_5,6,23,english,g8,0,77
122500,t_5,7,23,english,g8,0,77
122511,t_5,8,23,english,g8,0,77
122522,t_5,9,23,english,g8,0,77
122533,t_5,10,23,english,g8,0,77
122544,t_5,5,24,english,g8,0,77
122555,t_5,6,24,english,g8,0,77
122566,t_5,7,24,english,g8,0,77
122577,t_5,8,24,english,g8,0,77
122588,t_5,9,24,english,g8,0,77
122599,t_5,10,24,english,g8,0,77
122610,t_5,5,32,english,g8,0,77
122621,t_5,6,32,english,g8,0,77
122632,t_5,7,32,english,g8,0,77
122643,t_5,8,32,english,g8,0,77
122654,t_5,9,32,english,g8,0,77
122665,t_5,10,32,english,g8,0,77
122676,t_5,5,33,english,g8,0,77
122687,t_5,6,33,english,g8,0,77
122698,t_5,7,33,english,g8,0,77
122709,t_5,8,33,english,g8,0,77
122720,t_5,9,33,english,g8,0,77
122731,t_5,10,33,english,g8,0,77
122742,t_5,5,34,english,g8,0,77
122753,t_5,6,34,english,g8,0,77
122764,t_5,7,34,english,g8,0,77
122775,t_5,8,34,english,g8,0,77
122786,t_5,9,34,english,g8,0,77
122797,t_5,10,34,english,g8,0,77
122808,t_5,5,35,english,g8,0,77
122819,t_5,6,35,english,g8,0,77
122830,t_5,7,35,english,g8,0,77
122841,t_5,8,35,english,g8,0,77
122852,t_5,9,35,english,g8,0,77
122863,t_5,10,35,english,g8,0,77
122874,t_5,5,37,english,g8,0,77
122885,t_5,6,37,english,g8,0,77
122896,t_5,7,37,english,g8,0,77
122907,t_5,8,37,english,g8,0,77
122918,t_5,9,37,english,g8,0,77
122929,t_5,10,37,english,g8,0,77
122940,t_5,8,38,english,g8,0,77
122951,t_5,9,38,english,g8,0,77
122962,t_5,10,38,english,g8,0,77
122973,t_5,8,39,english,g8,0,77
122984,t_5,9,39,english,g8,0,77
122995,t_5,10,39,english,g8,0,77
123006,t_5,8,40,english,g8,0,77
123017,t_5,9,40,english,g8,0,77
123028,t_5,10,40,english,g8,0,77
123039,t_5,8,41,english,g8,0,77
123050,t_5,9,41,english,g8,0,77
123061,t_5,10,41,english,g8,0,77
123072,t_5,5,9,english,g9,0,77
123083,t_5,6,9,english,g9,0,77
123094,t_5,7,9,english,g9,0,77
123105,t_5,8,9,english,g9,0,77
123116,t_5,9,9,english,g9,0,77
123127,t_5,10,9,english,g9,0,77
123138,t_5,5,10,english,g9,0,77
123149,t_5,6,10,english,g9,0,77
123160,t_5,7,10,english,g9,0,77
123171,t_5,8,10,english,g9,0,77
123182,t_5,9,10,english,g9,0,77
123193,t_5,10,10,english,g9,0,77
123204,t_5,5,11,english,g9,0,77
123215,t_5,6,11,english,g9,0,77
123226,t_5,7,11,english,g9,0,77
123237,t_5,8,11,english,g9,0,77
123248,t_5,9,11,english,g9,0,77
123259,t_5,10,11,english,g9,0,77
123270,t_5,5,14,english,g9,0,77
123281,t_5,6,14,english,g9,0,77
123292,t_5,7,14,english,g9,0,77
123303,t_5,8,14,english,g9,0,77
123314,t_5,9,14,english,g9,0,77
123325,t_5,10,14,english,g9,0,77
123336,t_5,5,16,english,g9,0,77
123347,t_5,6,16,english,g9,0,77
123358,t_5,7,16,english,g9,0,77
123369,t_5,8,16,english,g9,0,77
123380,t_5,9,16,english,g9,0,77
123391,t_5,10,16,english,g9,0,77
123402,t_5,5,17,english,g9,0,77
123413,t_5,6,17,english,g9,0,77
123424,t_5,7,17,english,g9,0,77
123435,t_5,8,17,english,g9,0,77
123446,t_5,9,17,english,g9,0,77
123457,t_5,10,17,english,g9,0,77
123468,t_5,5,18,english,g9,0,77
123479,t_5,6,18,english,g9,0,77
123490,t_5,7,18,english,g9,0,77
123501,t_5,8,18,english,g9,0,77
123512,t_5,9,18,english,g9,0,77
123523,t_5,10,18,english,g9,0,77
123534,t_5,5,19,english,g9,0,77
123545,t_5,6,19,english,g9,0,77
123556,t_5,7,19,english,g9,0,77
123567,t_5,8,19,english,g9,0,77
123578,t_5,9,19,english,g9,0,77
123589,t_5,10,19,english,g9,0,77
123600,t_5,5,22,english,g9,0,77
123611,t_5,6,22,english,g9,0,77
123622,t_5,7,22,english,g9,0,77
123633,t_5,8,22,english,g9,0,77
123644,t_5,5,23,english,g9,0,77
123655,t_5,6,23,english,g9,0,77
123666,t_5,7,23,english,g9,0,77
123677,t_5,8,23,english,g9,0,77
123688,t_5,9,23,english,g9,0,77
123699,t_5,10,23,english,g9,0,77
123710,t_5,5,24,english,g9,0,77
123721,t_5,6,24,english,g9,0,77
123732,t_5,7,24,english,g9,0,77
123743,t_5,8,24,english,g9,0,77
123754,t_5,9,24,english,g9,0,77
123765,t_5,10,24,english,g9,0,77
123776,t_5,5,32,english,g9,0,77
123787,t_5,6,32,english,g9,0,77
123798,t_5,7,32,english,g9,0,77
123809,t_5,8,32,english,g9,0,77
123820,t_5,9,32,english,g9,0,77
123831,t_5,10,32,english,g9,0,77
123842,t_5,5,33,english,g9,0,77
123853,t_5,6,33,english,g9,0,77
123864,t_5,7,33,english,g9,0,77
123875,t_5,8,33,english,g9,0,77
123886,t_5,9,33,english,g9,0,77
123897,t_5,10,33,english,g9,0,77
123908,t_5,5,34,english,g9,0,77
123919,t_5,6,34,english,g9,0,77
123930,t_5,7,34,english,g9,0,77
123941,t_5,8,34,english,g9,0,77
123952,t_5,9,34,english,g9,0,77
123963,t_5,10,34,english,g9,0,77
123974,t_5,5,35,english,g9,0,77
123985,t_5,6,35,english,g9,0,77
123996,t_5,7,35,english,g9,0,77
124007,t_5,8,35,english,g9,0,77
124018,t_5,9,35,english,g9,0,77
124029,t_5,10,35,english,g9,0,77
124040,t_5,5,37,english,g9,0,77
124051,t_5,6,37,english,g9,0,77
124062,t_5,7,37,english,g9,0,77
124073,t_5,8,37,english,g9,0,77
124084,t_5,9,37,english,g9,0,77
124095,t_5,10,37,english,g9,0,77
124106,t_5,8,38,english,g9,0,77
124117,t_5,9,38,english,g9,0,77
124128,t_5,10,38,english,g9,0,77
124139,t_5,8,39,english,g9,0,77
124150,t_5,9,39,english,g9,0,77
124161,t_5,10,39,english,g9,0,77
124172,t_5,8,40,english,g9,0,77
124183,t_5,9,40,english,g9,0,77
124194,t_5,10,40,english,g9,0,77
124205,t_5,8,41,english,g9,0,77
124216,t_5,9,41,english,g9,0,77
124227,t_5,10,41,english,g9,0,77
124238,t_5,5,9,math,g10,0,77
124249,t_5,6,9,math,g10,0,77
124260,t_5,7,9,math,g10,0,77
124271,t_5,8,9,math,g10,0,77
124282,t_5,9,9,math,g10,0,77
124293,t_5,10,9,math,g10,0,77
124304,t_5,5,10,math,g10,0,77
124315,t_5,6,10,math,g10,0,77
124326,t_5,7,10,math,g10,0,77
124337,t_5,8,10,math,g10,0,77
124348,t_5,9,10,math,g10,0,77
124359,t_5,10,10,math,g10,0,77
124370,t_5,5,11,math,g10,0,77
124381,t_5,6,11,math,g10,0,77
124392,t_5,7,11,math,g10,0,77
124403,t_5,8,11,math,g10,0,77
124414,t_5,9,11,math,g10,0,77
124425,t_5,10,11,math,g10,0,77
124436,t_5,5,14,math,g10,0,77
124447,t_5,6,14,math,g10,0,77
124458,t_5,7,14,math,g10,0,77
124469,t_5,8,14,math,g10,0,77
124480,t_5,9,14,math,g10,0,77
124491,t_5,10,14,math,g10,0,77
124502,t_5,5,16,math,g10,0,77
124513,t_5,6,16,math,g10,0,77
124524,t_5,7,16,math,g10,0,77
124535,t_5,8,16,math,g10,0,77
124546,t_5,9,16,math,g10,0,77
124557,t_5,10,16,math,g10,0,77
124568,t_5,5,17,math,g10,0,77
124579,t_5,6,17,math,g10,0,77
124590,t_5,7,17,math,g10,0,77
124601,t_5,8,17,math,g10,0,77
124612,t_5,9,17,math,g10,0,77
124623,t_5,10,17,math,g10,0,77
124634,t_5,5,18,math,g10,0,77
124645,t_5,6,18,math,g10,0,77
124656,t_5,7,18,math,g10,0,77
124667,t_5,8,18,math,g10,0,77
124678,t_5,9,18,math,g10,0,77
124689,t_5,10,18,math,g10,0,77
124700,t_5,5,19,math,g10,0,77
124711,t_5,6,19,math,g10,0,77
124722,t_5,7,19,math,g10,0,77
124733,t_5,8,19,math,g10,0,77
124744,t_5,9,19,math,g10,0,77
124755,t_5,10,19,math,g10,0,77
124766,t_5,5,22,math,g10,0,77
124777,t_5,6,22,math,g10,0,77
124788,t_5,7,22,math,g10,0,77
124799,t_5,8,22,math,g10,0,77
124810,t_5,5,23,math,g10,0,77
124821,t_5,6,23,math,g10,0,77
124832,t_5,7,23,math,g10,0,77
124843,t_5,8,23,math,g10,0,77
124854,t_5,9,23,math,g10,0,77
124865,t_5,10,23,math,g10,0,77
124876,t_5,5,24,math,g10,0,77
124887,t_5,6,24,math,g10,0,77
124898,t_5,7,24,math,g10,0,77
124909,t_5,8,24,math,g10,0,77
124920,t_5,9,24,math,g10,0,77
124931,t_5,10,24,math,g10,0,77
124942,t_5,5,32,math,g10,0,77
124953,t_5,6,32,math,g10,0,77
124964,t_5,7,32,math,g10,0,77
124975,t_5,8,32,math,g10,0,77
124986,t_5,9,32,math,g10,0,77
124997,t_5,10,32,math,g10,0,77
125008,t_5,5,33,math,g10,0,77
125019,t_5,6,33,math,g10,0,77
125030,t_5,7,33,math,g10,0,77
125041,t_5,8,33,math,g10,0,77
125052,t_5,9,33,math,g10,0,77
125063,t_5,10,33,math,g10,0,77
125074,t_5,5,34,math,g10,0,77
125085,t_5,6,34,math,g10,0,77
125096,t_5,7,34,math,g10,0,77
125107,t_5,8,34,math,g10,0,77
125118,t_5,9,34,math,g10,0,77
125129,t_5,10,34,math,g10,0,77
125140,t_5,5,35,math,g10,0,77
125151,t_5,6,35,math,g10,0,77
125162,t_5,7,35,math,g10,0,77
125173,t_5,8,35,math,g10,0,77
125184,t_5,9,35,math,g10,0,77
125195,t_5,10,35,math,g10,0,77
125206,t_5,5,37,math,g10,0,77
125217,t_5,6,37,math,g10,0,77
125228,t_5,7,37,math,g10,0,77
125239,t_5,8,37,math,g10,0,77
125250,t_5,9,37,math,g10,0,77
125261,t_5,10,37,math,g10,0,77
125272,t_5,8,38,math,g10,0,77
125283,t_5,9,38,math,g10,0,77
125294,t_5,10,38,math,g10,0,77
125305,t_5,8,39,math,g10,0,77
125316,t_5,9,39,math,g10,0,77
125327,t_5,10,39,math,g10,0,77
125338,t_5,8,40,math,g10,0,77
125349,t_5,9,40,math,g10,0,77
125360,t_5,10,40,math,g10,0,77
125371,t_5,8,41,math,g10,0,77
125382,t_5,9,41,math,g10,0,77
125393,t_5,10,41,math,g10,0,77
125404,t_5,5,9,math,g11,0,77
125415,t_5,6,9,math,g11,0,77
125426,t_5,7,9,math,g11,0,77
125437,t_5,8,9,math,g11,0,77
125448,t_5,9,9,math,g11,0,77
125459,t_5,10,9,math,g11,0,77
125470,t_5,5,10,math,g11,0,77
125481,t_5,6,10,math,g11,0,77
125492,t_5,7,10,math,g11,0,77
125503,t_5,8,10,math,g11,0,77
125514,t_5,9,10,math,g11,0,77
125525,t_5,10,10,math,g11,0,77
125536,t_5,5,11,math,g11,0,77
125547,t_5,6,11,math,g11,0,77
125558,t_5,7,11,math,g11,0,77
125569,t_5,8,11,math,g11,0,77
125580,t_5,9,11,math,g11,0,77
125591,t_5,10,11,math,g11,0,77
125602,t_5,5,14,math,g11,0,77
125613,t_5,6,14,math,g11,0,77
125624,t_5,7,14,math,g11,0,77
125635,t_5,8,14,math,g11,0,77
125646,t_5,9,14,math,g11,0,77
125657,t_5,10,14,math,g11,0,77
125668,t_5,5,16,math,g11,0,77
125679,t_5,6,16,math,g11,0,77
125690,t_5,7,16,math,g11,0,77
125701,t_5,8,16,math,g11,0,77
125712,t_5,9,16,math,g11,0,77
125723,t_5,10,16,math,g11,0,77
125734,t_5,5,17,math,g11,0,77
125745,t_5,6,17,math,g11,0,77
125756,t_5,7,17,math,g11,0,77
125767,t_5,8,17,math,g11,0,77
125778,t_5,9,17,math,g11,0,77
125789,t_5,10,17,math,g11,0,77
125800,t_5,5,18,math,g11,0,77
125811,t_5,6,18,math,g11,0,77
125822,t_5,7,18,math,g11,0,77
125833,t_5,8,18,math,g11,0,77
125844,t_5,9,18,math,g11,0,77
125855,t_5,10,18,math,g11,0,77
125866,t_5,5,19,math,g11,0,77
125877,t_5,6,19,math,g11,0,77
125888,t_5,7,19,math,g11,0,77
125899,t_5,8,19,math,g11,0,77
125910,t_5,9,19,math,g11,0,77
125921,t_5,10,19,math,g11,0,77
125932,t_5,5,22,math,g11,0,77
125943,t_5,6,22,math,g11,0,77
125954,t_5,7,22,math,g11,0,77
125965,t_5,8,22,math,g11,0,77
125976,t_5,5,23,math,g11,0,77
125987,t_5,6,23,math,g11,0,77
125998,t_5,7,23,math,g11,0,77
126009,t_5,8,23,math,g11,0,77
126020,t_5,9,23,math,g11,0,77
126031,t_5,10,23,math,g11,0,77
126042,t_5,5,24,math,g11,0,77
126053,t_5,6,24,math,g11,0,77
126064,t_5,7,24,math,g11,0,77
126075,t_5,8,24,math,g11,0,77
126086,t_5,9,24,math,g11,0,77
126097,t_5,10,24,math,g11,0,77
126108,t_5,5,32,math,g11,0,77
126119,t_5,6,32,math,g11,0,77
126130,t_5,7,32,math,g11,0,77
126141,t_5,8,32,math,g11,0,77
126152,t_5,9,32,math,g11,0,77
126163,t_5,10,32,math,g11,0,77
126174,t_5,5,33,math,g11,0,77
126185,t_5,6,33,math,g11,0,77
126196,t_5,7,33,math,g11,0,77
126207,t_5,8,33,math,g11,0,77
126218,t_5,9,33,math,g11,0,77
126229,t_5,10,33,math,g11,0,77
126240,t_5,5,34,math,g11,0,77
126251,t_5,6,34,math,g11,0,77
126262,t_5,7,34,math,g11,0,77
126273,t_5,8,34,math,g11,0,77
126284,t_5,9,34,math,g11,0,77
126295,t_5,10,34,math,g11,0,77
126306,t_5,5,35,math,g11,0,77
126317,t_5,6,35,math,g11,0,77
126328,t_5,7,35,math,g11,0,77
126339,t_5,8,35,math,g11,0,77
126350,t_5,9,35,math,g11,0,77
126361,t_5,10,35,math,g11,0,77
126372,t_5,5,37,math,g11,0,77
126383,t_5,6,37,math,g11,0,77
126394,t_5,7,37,math,g11,0,77
126405,t_5,8,37,math,g11,0,77
126416,t_5,9,37,math,g11,0,77
126427,t_5,10,37,math,g11,0,77
126438,t_5,8,38,math,g11,0,77
126449,t_5,9,38,math,g11,0,77
126460,t_5,10,38,math,g11,0,77
126471,t_5,8,39,math,g11,0,77
126482,t_5,9,39,math,g11,0,77
126493,t_5,10,39,math,g11,0,77
126504,t_5,8,40,math,g11,0,77
126515,t_5,9,40,math,g11,0,77
126526,t_5,10,40,math,g11,0,77
126537,t_5,8,41,math,g11,0,77
126548,t_5,9,41,math,g11,0,77
126559,t_5,10,41,math,g11,0,77
126570,t_5,5,9,math,g12,0,77
126581,t_5,6,9,math,g12,0,77
126592,t_5,7,9,math,g12,0,77
126603,t_5,8,9,math,g12,0,77
126614,t_5,9,9,math,g12,0,77
126625,t_5,10,9,math,g12,0,77
126636,t_5,5,10,math,g12,0,77
126647,t_5,6,10,math,g12,0,77
126658,t_5,7,10,math,g12,0,77
126669,t_5,8,10,math,g12,0,77
126680,t_5,9,10,math,g12,0,77
126691,t_5,10,10,math,g12,0,77
126702,t_5,5,11,math,g12,0,77
126713,t_5,6,11,math,g12,0,77
126724,t_5,7,11,math,g12,0,77
126735,t_5,8,11,math,g12,0,77
126746,t_5,9,11,math,g12,0,77
126757,t_5,10,11,math,g12,0,77
126768,t_5,5,14,math,g12,0,77
126779,t_5,6,14,math,g12,0,77
126790,t_5,7,14,math,g12,0,77
126801,t_5,8,14,math,g12,0,77
126812,t_5,9,14,math,g12,0,77
126823,t_5,10,14,math,g12,0,77
126834,t_5,5,16,math,g12,0,77
126845,t_5,6,16,math,g12,0,77
126856,t_5,7,16,math,g12,0,77
126867,t_5,8,16,math,g12,0,77
126878,t_5,9,16,math,g12,0,77
126889,t_5,10,16,math,g12,0,77
126900,t_5,5,17,math,g12,0,77
126911,t_5,6,17,math,g12,0,77
126922,t_5,7,17,math,g12,0,77
126933,t_5,8,17,math,g12,0,77
126944,t_5,9,17,math,g12,0,77
126955,t_5,10,17,math,g12,0,77
126966,t_5,5,18,math,g12,0,77
126977,t_5,6,18,math,g12,0,77
126988,t_5,7,18,math,g12,0,77
126999,t_5,8,18,math,g12,0,77
127010,t_5,9,18,math,g12,0,77
127021,t_5,10,18,math,g12,0,77
127032,t_5,5,19,math,g12,0,77
127043,t_5,6,19,math,g12,0,77
127054,t_5,7,19,math,g12,0,77
127065,t_5,8,19,math,g12,0,77
127076,t_5,9,19,math,g12,0,77
127087,t_5,10,19,math,g12,0,77
127098,t_5,5,22,math,g12,0,77
127109,t_5,6,22,math,g12,0,77
127120,t_5,7,22,math,g12,0,77
127131,t_5,8,22,math,g12,0,77
127142,t_5,5,23,math,g12,0,77
127153,t_5,6,23,math,g12,0,77
127164,t_5,7,23,math,g12,0,77
127175,t_5,8,23,math,g12,0,77
127186,t_5,9,23,math,g12,0,77
127197,t_5,10,23,math,g12,0,77
127208,t_5,5,24,math,g12,0,77
127219,t_5,6,24,math,g12,0,77
127230,t_5,7,24,math,g12,0,77
127241,t_5,8,24,math,g12,0,77
127252,t_5,9,24,math,g12,0,77
127263,t_5,10,24,math,g12,0,77
127274,t_5,5,32,math,g12,0,77
127285,t_5,6,32,math,g12,0,77
127296,t_5,7,32,math,g12,0,77
127307,t_5,8,32,math,g12,0,77
127318,t_5,9,32,math,g12,0,77
127329,t_5,10,32,math,g12,0,77
127340,t_5,5,33,math,g12,0,77
127351,t_5,6,33,math,g12,0,77
127362,t_5,7,33,math,g12,0,77
127373,t_5,8,33,math,g12,0,77
127384,t_5,9,33,math,g12,0,77
127395,t_5,10,33,math,g12,0,77
127406,t_5,5,34,math,g12,0,77
127417,t_5,6,34,math,g12,0,77
127428,t_5,7,34,math,g12,0,77
127439,t_5,8,34,math,g12,0,77
127450,t_5,9,34,math,g12,0,77
127461,t_5,10,34,math,g12,0,77
127472,t_5,5,35,math,g12,0,77
127483,t_5,6,35,math,g12,0,77
127494,t_5,7,35,math,g12,0,77
127505,t_5,8,35,math,g12,0,77
127516,t_5,9,35,math,g12,0,77
127527,t_5,10,35,math,g12,0,77
127538,t_5,5,37,math,g12,0,77
127549,t_5,6,37,math,g12,0,77
127560,t_5,7,37,math,g12,0,77
127571,t_5,8,37,math,g12,0,77
127582,t_5,9,37,math,g12,0,77
127593,t_5,10,37,math,g12,0,77
127604,t_5,8,38,math,g12,0,77
127615,t_5,9,38,math,g12,0,77
127626,t_5,10,38,math,g12,0,77
127637,t_5,8,39,math,g12,0,77
127648,t_5,9,39,math,g12,0,77
127659,t_5,10,39,math,g12,0,77
127670,t_5,8,40,math,g12,0,77
127681,t_5,9,40,math,g12,0,77
127692,t_5,10,40,math,g12,0,77
127703,t_5,8,41,math,g12,0,77
127714,t_5,9,41,math,g12,0,77
127725,t_5,10,41,math,g12,0,77
127736,t_5,5,9,english,g10,0,77
127747,t_5,6,9,english,g10,0,77
127758,t_5,7,9,english,g10,0,77
127769,t_5,8,9,english,g10,0,77
127780,t_5,9,9,english,g10,0,77
127791,t_5,10,9,english,g10,0,77
127802,t_5,5,10,english,g10,0,77
127813,t_5,6,10,english,g10,0,77
127824,t_5,7,10,english,g10,0,77
127835,t_5,8,10,english,g10,0,77
127846,t_5,9,10,english,g10,0,77
127857,t_5,10,10,english,g10,0,77
127868,t_5,5,11,english,g10,0,77
127879,t_5,6,11,english,g10,0,77
127890,t_5,7,11,english,g10,0,77
127901,t_5,8,11,english,g10,0,77
127912,t_5,9,11,english,g10,0,77
127923,t_5,10,11,english,g10,0,77
127934,t_5,5,14,english,g10,0,77
127945,t_5,6,14,english,g10,0,77
127956,t_5,7,14,english,g10,0,77
127967,t_5,8,14,english,g10,0,77
127978,t_5,9,14,english,g10,0,77
127989,t_5,10,14,english,g10,0,77
128000,t_5,5,16,english,g10,0,77
128011,t_5,6,16,english,g10,0,77
128022,t_5,7,16,english,g10,0,77
128033,t_5,8,16,english,g10,0,77
128044,t_5,9,16,english,g10,0,77
128055,t_5,10,16,english,g10,0,77
128066,t_5,5,17,english,g10,0,77
128077,t_5,6,17,english,g10,0,77
128088,t_5,7,17,english,g10,0,77
128099,t_5,8,17,english,g10,0,77
128110,t_5,9,17,english,g10,0,77
128121,t_5,10,17,english,g10,0,77
128132,t_5,5,18,english,g10,0,77
128143,t_5,6,18,english,g10,0,77
128154,t_5,7,18,english,g10,0,77
128165,t_5,8,18,english,g10,0,77
128176,t_5,9,18,english,g10,0,77
128187,t_5,10,18,english,g10,0,77
128198,t_5,5,19,english,g10,0,77
128209,t_5,6,19,english,g10,0,77
128220,t_5,7,19,english,g10,0,77
128231,t_5,8,19,english,g10,0,77
128242,t_5,9,19,english,g10,0,77
128253,t_5,10,19,english,g10,0,77
128264,t_5,5,22,english,g10,0,77
128275,t_5,6,22,english,g10,0,77
128286,t_5,7,22,english,g10,0,77
128297,t_5,8,22,english,g10,0,77
128308,t_5,5,23,english,g10,0,77
128319,t_5,6,23,english,g10,0,77
128330,t_5,7,23,english,g10,0,77
128341,t_5,8,23,english,g10,0,77
128352,t_5,9,23,english,g10,0,77
128363,t_5,10,23,english,g10,0,77
128374,t_5,5,24,english,g10,0,77
128385,t_5,6,24,english,g10,0,77
128396,t_5,7,24,english,g10,0,77
128407,t_5,8,24,english,g10,0,77
128418,t_5,9,24,english,g10,0,77
128429,t_5,10,24,english,g10,0,77
128440,t_5,5,32,english,g10,0,77
128451,t_5,6,32,english,g10,0,77
128462,t_5,7,32,english,g10,0,77
128473,t_5,8,32,english,g10,0,77
128484,t_5,9,32,english,g10,0,77
128495,t_5,10,32,english,g10,0,77
128506,t_5,5,33,english,g10,0,77
128517,t_5,6,33,english,g10,0,77
128528,t_5,7,33,english,g10,0,77
128539,t_5,8,33,english,g10,0,77
128550,t_5,9,33,english,g10,0,77
128561,t_5,10,33,english,g10,0,77
128572,t_5,5,34,english,g10,0,77
128583,t_5,6,34,english,g10,0,77
128594,t_5,7,34,english,g10,0,77
128605,t_5,8,34,english,g10,0,77
128616,t_5,9,34,english,g10,0,77
128627,t_5,10,34,english,g10,0,77
128638,t_5,5,35,english,g10,0,77
128649,t_5,6,35,english,g10,0,77
128660,t_5,7,35,english,g10,0,77
128671,t_5,8,35,english,g10,0,77
128682,t_5,9,35,english,g10,0,77
128693,t_5,10,35,english,g10,0,77
128704,t_5,5,37,english,g10,0,77
128715,t_5,6,37,english,g10,0,77
128726,t_5,7,37,english,g10,0,77
128737,t_5,8,37,english,g10,0,77
128748,t_5,9,37,english,g10,0,77
128759,t_5,10,37,english,g10,0,77
128770,t_5,8,38,english,g10,0,77
128781,t_5,9,38,english,g10,0,77
128792,t_5,10,38,english,g10,0,77
128803,t_5,8,39,english,g10,0,77
128814,t_5,9,39,english,g10,0,77
128825,t_5,10,39,english,g10,0,77
128836,t_5,8,40,english,g10,0,77
128847,t_5,9,40,english,g10,0,77
128858,t_5,10,40,english,g10,0,77
128869,t_5,8,41,english,g10,0,77
128880,t_5,9,41,english,g10,0,77
128891,t_5,10,41,english,g10,0,77
128902,t_5,5,9,english,g11,0,77
128913,t_5,6,9,english,g11,0,77
128924,t_5,7,9,english,g11,0,77
128935,t_5,8,9,english,g11,0,77
128946,t_5,9,9,english,g11,0,77
128957,t_5,10,9,english,g11,0,77
128968,t_5,5,10,english,g11,0,77
128979,t_5,6,10,english,g11,0,77
128990,t_5,7,10,english,g11,0,77
129001,t_5,8,10,english,g11,0,77
129012,t_5,9,10,english,g11,0,77
129023,t_5,10,10,english,g11,0,77
129034,t_5,5,11,english,g11,0,77
129045,t_5,6,11,english,g11,0,77
129056,t_5,7,11,english,g11,0,77
129067,t_5,8,11,english,g11,0,77
129078,t_5,9,11,english,g11,0,77
129089,t_5,10,11,english,g11,0,77
129100,t_5,5,14,english,g11,0,77
129111,t_5,6,14,english,g11,0,77
129122,t_5,7,14,english,g11,0,77
129133,t_5,8,14,english,g11,0,77
129144,t_5,9,14,english,g11,0,77
129155,t_5,10,14,english,g11,0,77
129166,t_5,5,16,english,g11,0,77
129177,t_5,6,16,english,g11,0,77
129188,t_5,7,16,english,g11,0,77
129199,t_5,8,16,english,g11,0,77
129210,t_5,9,16,english,g11,0,77
129221,t_5,10,16,english,g11,0,77
129232,t_5,5,17,english,g11,0,77
129243,t_5,6,17,english,g11,0,77
129254,t_5,7,17,english,g11,0,77
129265,t_5,8,17,english,g11,0,77
129276,t_5,9,17,english,g11,0,77
129287,t_5,10,17,english,g11,0,77
129298,t_5,5,18,english,g11,0,77
129309,t_5,6,18,english,g11,0,77
129320,t_5,7,18,english,g11,0,77
129331,t_5,8,18,english,g11,0,77
129342,t_5,9,18,english,g11,0,77
129353,t_5,10,18,english,g11,0,77
129364,t_5,5,19,english,g11,0,77
129375,t_5,6,19,english,g11,0,77
129386,t_5,7,19,english,g11,0,77
129397,t_5,8,19,english,g11,0,77
129408,t_5,9,19,english,g11,0,77
129419,t_5,10,19,english,g11,0,77
129430,t_5,5,22,english,g11,0,77
129441,t_5,6,22,english,g11,0,77
129452,t_5,7,22,english,g11,0,77
129463,t_5,8,22,english,g11,0,77
129474,t_5,5,23,english,g11,0,77
129485,t_5,6,23,english,g11,0,77
129496,t_5,7,23,english,g11,0,77
129507,t_5,8,23,english,g11,0,77
129518,t_5,9,23,english,g11,0,77
129529,t_5,10,23,english,g11,0,77
129540,t_5,5,24,english,g11,0,77
129551,t_5,6,24,english,g11,0,77
129562,t_5,7,24,english,g11,0,77
129573,t_5,8,24,english,g11,0,77
129584,t_5,9,24,english,g11,0,77
129595,t_5,10,24,english,g11,0,77
129606,t_5,5,32,english,g11,0,77
129617,t_5,6,32,english,g11,0,77
129628,t_5,7,32,english,g11,0,77
129639,t_5,8,32,english,g11,0,77
129650,t_5,9,32,english,g11,0,77
129661,t_5,10,32,english,g11,0,77
129672,t_5,5,33,english,g11,0,77
129683,t_5,6,33,english,g11,0,77
129694,t_5,7,33,english,g11,0,77
129705,t_5,8,33,english,g11,0,77
129716,t_5,9,33,english,g11,0,77
129727,t_5,10,33,english,g11,0,77
129738,t_5,5,34,english,g11,0,77
129749,t_5,6,34,english,g11,0,77
129760,t_5,7,34,english,g11,0,77
129771,t_5,8,34,english,g11,0,77
129782,t_5,9,34,english,g11,0,77
129793,t_5,10,34,english,g11,0,77
129804,t_5,5,35,english,g11,0,77
129815,t_5,6,35,english,g11,0,77
129826,t_5,7,35,english,g11,0,77
129837,t_5,8,35,english,g11,0,77
129848,t_5,9,35,english,g11,0,77
129859,t_5,10,35,english,g11,0,77
129870,t_5,5,37,english,g11,0,77
129881,t_5,6,37,english,g11,0,77
129892,t_5,7,37,english,g11,0,77
129903,t_5,8,37,english,g11,0,77
129914,t_5,9,37,english,g11,0,77
129925,t_5,10,37,english,g11,0,77
129936,t_5,8,38,english,g11,0,77
129947,t_5,9,38,english,g11,0,77
129958,t_5,10,38,english,g11,0,77
129969,t_5,8,39,english,g11,0,77
